"id","authorName", "title", "startDate", "endDate"
"_v20dHwBb--xViCliERR","Brunet, Olivier","Les Eléments de parure en pierre de la péninsule omanaise du VIe au IIe millénaire av. J.-C. : production, circulation, valeurs.",,
"Ufhnb3wBb--xViClFVYE","Lezan, Ana","Le patrimoine artistique des religieuses de l’ordre de Saint-Jean de Jérusalem, de Rhodes et de Malte dans l’église San Giovannino dei Cavalieri à Florence, dans la deuxième moitié du XVIe siècle",,
"N_qAcXwBb--xViCleFnx","Bronchy, Gaëlle","Une histoire du musée Courbet d’Ornans",,
"VvwmdHwBb--xViClE7zw","Godlevskaya, Maria","Les vitraux du XIIIème siècle de la cathédrale du Mans. Aspects iconographiques et stylistiques.",,
"UvjQb3wBb--xViClErup","Brouhot, Gaylord","Le Portrait du costume : Image et pouvoir des princes Médicis (1537-1600)",,
"y_0ydXwBb--xViClbr0J","Gonzales, Julie","Le motif de la gueule d'enfer IX-XII siècles",,
"pPwmdHwBb--xViCldbyb","Ackerman, Ada","Regards de Sergueï Eisenstein sur l’oeuvre d’Honoré Daumier : une réception méconnue",,
"Q_ntcHwBb--xViClhMwb","Jancert, Chloé","La médiation pour enfants de l'exposition L'Art et le Chat au Musée en Herbe. L'adaptation des visites libres, visites guidées et ateliers",,
"dfwrdHwBb--xViCla8FC","Bléchet, Alix","La marchande modes au XVIIIe siècle : enjeux et représentations",,
"svhkb3wBb--xViClaVNa","Remy, Lola","Vers un art universel, les films abstraits d'Harry Smith",,
"3_kbcXwBb--xViClEfds","Soraya, Benlafkih","L’Islam : à travers les œuvres picturales et littéraires d’Etienne Dinet",,
"avnDcHwBb--xViClx6R_","Bry, Marine","L'Aménagement des chambres d'enfant en France à la fin du XIXe siècle et au début du XXe siècle.",,
"QPkQcXwBb--xViCl_-4M","Cécile Baron","De l’Art dans la rue à l’Art public. Paris-Bruxelles 1893-1910",,
"bvnDcHwBb--xViCl26QH","Mandula, Aleth","Robert Barriot, le peintre du feu",,
"d_lEcHwBb--xViClNCoU","Ferkane, Souhila","Contribution à la connaissance de l'épipaléolithique d'Afrique du Nord : approche techno-morphologique de l'industrie lithique dite Kérémienne de Zacar à Bou Saâda, Algérie.",,
"nfnccHwBb--xViClC7sH","Chaspoul, Chloé","L'interface numérique comme nouveau support de médiation du patrimoine historique : le cas du Musée McCord",,
"k_kZcXwBb--xViClxfZc","Stephany, Anne-Laure","MetaLmorphoses à la Monnaie de Paris : état des lieux et préconisations sur les réserves internes du service de la conservation",,
"5PwNdHwBb--xViClqaRb","Le Brech, Matthieu","Le cloître de Baume-les-Messieurs : étude archéologique",,
"p_pwcXwBb--xViClS0nt","Ben Abdallah, Julia","Roger Pic ou l'avènement d'une photographie de théâtre engagée",,
"9ve7bnwBb--xViClybEY","Desmurs, Coralie","Franz Ackermann : une figure montante de l'art contemporain allemand (1990-2006)",,
"Dfygc3wBb--xViClPjzE","Orain, Hélène","La photographie ""pure"". Débats et conséquences artistiques (1860-1930)",,
"j_iRb3wBb--xViCl9n-f","Claude, Géraldine","Catalogue illustré de l'œuvre d'Adrienne de Ségur, 1927-1973",,
"YfzFc3wBb--xViClQF9k","Han, Chanhee","La Biennale de Gwangju : Etude d’un système d’exposition original autour des œuvres et de ses enjeux en Extrême-Orient",,
"oPiUb3wBb--xViClLYEW","Bugeaud, Maxime","Emile Boggio et son atelier d’Auvers sur Oise (1910-1920). Topographies, mythologies, muséographie",,
"rv2zdHwBb--xViClPENB","Lachiche, Caroline","L'alimentation carnée à Aventicum / Avenches capitale des Helvètes.",,
"ivkRcXwBb--xViClTe4v","Valerio, Marta","Le prisonnier dans l’ancienne Égypte",,
"W_nHcHwBb--xViCl5qhJ","Lafont, Julie","Le miel en Égypte ancienne – Histoire et fonctions d’un produit précieux",,
"qPmVcHwBb--xViClFXc8","Bouveresse, Clara","L’Invention d’une académie. Magnum Photos, 1947-2015.",,
"ovk-cHwBb--xViClGSRt","Auriere, Lise","L’art mobilier magdalénien, du support au décor : les choix technologiques et leurs implications dans l’élaboration des objets ornés en matières osseuses : Etude de cas dans la Vallée de l’Aveyron : les gisements de Plantade, Lafaye, Montastruc et Courbet.",,
"vvU4bHwBb--xViClXW8T","Couasse-Masson, Apolline","La musique dans l’œuvre de Giovanni Cariani",,
"FPwVdHwBb--xViClN6wh","Galletti, Claire-Marine","Liotard et l’Orient",,
"Uvl0cHwBb--xViClWViC","Parise, Cécile","Rôle et émergence du son et de la musique comme outils de muséographie dans les expos d'art contemporain - le cas du Centre Pompidou, de sa création à nos jours.",,
"v_m9cHwBb--xViCl555y","Duband, Margot","La mission archéologique et ethnographique en Nouvelle-Calédonie de Marius Archambault",,
"Afykc3wBb--xViClXUCS","Pacheco, Laura","Les fresques de la Sala Grande du Palais Capponi à Florence",,
"M_zWc3wBb--xViCluXB8","Rivière, Cécile","Reconstruction et construction des églises en Alsace après la Seconde Guerre mondiale",,
"Bv2bdHwBb--xViClgS1z","Bousaber, Nawel","Réflexion sur la reconnaissance de l'architecture moderne à Alger : l'immeuble-pont et l'Aérohabitat, œuvres emblématiques du Mouvement moderne",,
"yPkHcXwBb--xViClJ-RA","Lestriat, Maude","La Vision de l’univers à travers l’astrophotographie de 1950 à nos jours : une esthétique du ciel profond par le télescope spatial Hubble",,
"pfJ4aXwBb--xViClj81w","Erbek, Ozge","Le cinéma turc contemporain à travers les représentations des minorités",,
"QfkfcXwBb--xViClpfxo","Jean-Sébastien Cluzel","Le Japonisme architectural en France 1550-1930",,
"lfMCanwBb--xViCl5VIr","Chenal, Thomas","Le Saint-Mont (Vosges) : étude topographique de la première fondation luxovienne d’Austrasie. Historiographie des recherches et étude intégrée de la documentation ancienne",,
"Lvysc3wBb--xViCl6UhJ","Rouillé, Justine","La ""Galerie des peintres-graveurs"" au cœur de la vie artistique parisienne de l'entre-deux-guerres : l'éditeur Edmond Frapier et les artistes (1924 - 1935)",,
"e_m_cHwBb--xViClqKC1","Caroff, Marion","Climat et collections au Musée Nissim de Camondo : étude climatique dans une maison-musée",,
"lf2bdHwBb--xViClDCxA","Boudon, Marion","« Il Fiammingo », une carrière romaine. François Du Quesnoy, sculpteur (1597-1643).",,
"jvi3b3wBb--xViClWaPn","Hendler, Joseph","Le déclin du Paragone : une vie prospère, une mort glorieuse",,
"JZ6XenwBkdN8tUGI_aQx","Cilmi, Giancarla","Filippo Paladini : un peinture florentin en Sicile",,
"yPcnbnwBb--xViClTSOY","Brecoulaki, Hariclia","La peinture funéraire de Macédoine : emplois et fonctions de la couleur (IVe-IIe siècle avant J.-C.).",,
"Z_i8b3wBb--xViCldqig","Hanquiez, Delphine","L'église priorale de Saint-Leu d'Esserent (oise) : analyse architecturale et archéologique.",,
"JfcYbnwBb--xViClHhV6","Calley, Fanny","Le salon des Annonciades à Pontarlier : le renouveau de la peinture comtoise au XXe siècle",,
"P56DenwBkdN8tUGIvKNf","Chabanne, Laure","Union des arts et enseignement artistique : l'Ecole des beaux-arts (fin du XVIIIe siècle-1968)",,
"wvcZbnwBb--xViClzBY0","Caldeira Casral, Alice","Éléments pour l'étude de l'architecture à Goa (1843-1961).",,
"zvcJbnwBb--xViClFgZ0","Kennedy, Alexandra","Proposition de monographie pour Carlo Portelli",,
"fPcHbnwBb--xViCltgXb","Gauchet, Maud","Le musée archéologique de Saint-Romain-en-Gal : un musée moderne ?",,
"EfchbnwBb--xViClbR6J","Dezzi Bardeschi, Chiara","Recherches sur les couvertures dans l'architecture du Proche-Orient (IIIe-Ier millénaires)",,
"g_fHbnwBb--xViCl171V","Perault, Arthur","Le travail du costume au théâtre par l'artiste peintre Jean Le Moal, avant et pendant la décentralisation théâtrale",,
"iveJbnwBb--xViClWYGv","Montesanti, Laura","La Compagnia de' Magi et l'iconographie de l'Adoration des Mages à Florence au XVe siècle",,
"4vkTcXwBb--xViCl0fDG","Brocas, Julie","Le Tabagisme dans les scènes de genre aux Pays-Bas au XVIIème siècle",,
"jvnQcHwBb--xViClhbCH","Misigaro, Dominique","Exposer les manuscrits orientaux en Occident : les dispositifs de présentation des manuscrits arabes, turcs et persans de la Bibliothèque Nationale de France, du musée du Louvre et de l'Institut du monde arabe",,
"Zfn8cHwBb--xViClPtoE","Morasso, Camille","L’art contemporain exposé au sein de l’église Saint-Eustache de Paris",,
"r_nQcHwBb--xViClmbAP","Susini, Rivka","Les illustrations du Rêve d'Émile Zola par Carlos Schwabe",,
"tfecbnwBb--xViClRZPp","Rotge, Alexiane","Le Tout-Paris au Bal - les Bals privés et les bals publics de l'opéra dans l'art (1873-1894)",,
"ofdabnwBb--xViClRVTB","Gelin, Mathilde","Histoire et urbanisme d'une ville à travers son architecture de brique crue : l'exemple de Doura-Europos",,
"8vc7bnwBb--xViClSzZE","Guitton, Véronique","Le Mobilier xylologique gallo-romain en Bretagne : les bois gorgés d'eau du campus de la place Hoche à Rennes.",,
"Vvszc3wBb--xViClXNP7","Scarpa-Forthoffer, Caroline","De la Peacock room de Whistler au développement de l’Art Nouveau : le paon comme motif emblématique du syncrétisme fin de siècle",,
"SfnZcHwBb--xViClmbn4","Piccoli-Wentzo, Marie","Les visions de saint Augustin dans l’art italien de la Renaissance. Autour de la vision de saint Augustin de Vittore Carpaccio",,
"ivUpbHwBb--xViClfGEe","Bouvard, Émilie","La Fête paysanne et ses danses dans la peinture flamande de Bruegel à Rubens et à David Teniers le Jeune",,
"_wDReHwBb--xViClS-NT","Aguirra de Andrade, Roseane","Le travail d’Émilie Charmy et la représentation des femmes artistes du début du XXe siècle",,
"Q_kfcXwBb--xViCluPzx","Marines Erica Champeau","Les monuments aux scientifiques et ingénieurs dans la statuaire publique parisienne, 1870-1914",,
"RPkfcXwBb--xViCluPzx","Lefebvre, Cécile","Les florilèges en Europe (1575-1666) : un nouveau type de recueil entre sciences et agrément",,
"GfkecXwBb--xViClgPtp","Mebounou, Aurélia","La politique des musées au Togo, en comparaison avec le Ghana, de la colonisation à l'indépendance",,
"jvJ8aXwBb--xViClrtE8","Pasek, Stephan","La maison dans la sculpture contemporaine",,
"pPUnbHwBb--xViClgF9B","Dalmasso, Véronique","La représentation du corps dans la peinture italienne du XVe siècle. [2003]",,
"HQpChHwBb--xViClUrqq","Larochelle, Pascaline","Choukri Mesli, un peintre de l'hybridité ?",,
"Bv21dHwBb--xViClmUbH","Jolivet, Anna","Représentations de l'école vénitienne en France au XIXe siècle : une écriture de l'histoire de l'art entre enjeux artistiques, scientifiques et idéologiques",,
"jPlQcHwBb--xViCl8jYd","Delpirou, Morgane","Hélène Henry (1891-1965), créatrice textile, tisserande moderne",,
"vP2odHwBb--xViClyDk5","Lucas, Sophie","La coutellerie moulinoise au XVIIIe siècle",,
"-fnQcHwBb--xViCl57Ax","Esnault, Clara","Nathalie du Pasquier, designer autodidacte du groupe Memphis. Surfaces décorées et leurs applications dans le design des années 1981-88.",,
"QPnQcHwBb--xViClI7Dc","Dargnies, Servane","Art et politique chez Théophile Thoré (1807-1869).",,
"CvnMcHwBb--xViCl263x","Myara, Elinor","L'imaginaire de l'âge d'or à la Renaissance. Etude comparative: Italie, France, Europe du Nord.",,
"7PnAcHwBb--xViClHaDo","Ribouillault, Denis","Paysage et pouvoir : les décors topographiques à Rome et dans le Latium au XVIe siècle.",,
"Vf28dHwBb--xViClKUyf","Schwabe, Stéfanie","Identité et mémoire : art contemporain en RDA et dans les nouveaux Länder à partir de 1971 : Lutz Dammbeck, Karla Sachse.",,
"X_nPcHwBb--xViClOa93","Kristahn, Magdalena","Léon Vidal : le Trésor artistique de la France. De la possibilité de reconstituer les couleurs d'un objet polychrome à travers la photochromie.",,
"pfy9c3wBb--xViClFldT","Andrieux, Charlotte","Le sentiment religieux dans la peinture de paysage romantique en France (1820-1880)",,
"Hvjgb3wBb--xViCljcvS","Garrel, Colline","Etude des restes dentaires de la faune du site d'Abilly",,
"7_0SdXwBb--xViClJ55_","Bourdier, Sandra","Les enjeux de l'institution face à la modernité artistique : le cas des collections publiques du Poitou-Charentes de 1880 à 2003.",,
"3vq7cXwBb--xViClrpG8","Ritano, Caroline","Les illustrations des éditions italiennes et françaises du Songe de Poliphile (1499-1600).",,
"2_jOb3wBb--xViCli7n_","Decoopman, Alicia","L'église Notre-Dame de Boulogne-sur-seine. Etude historique, architecturale et stylistique.",,
"7vjqb3wBb--xViClx9RE","Maillot, Sébastien","Dispositifs artisanaux en contexte urbain dans l'Égypte ancienne",,
"HfV7bHwBb--xViCllbDG","Carraz, Frédérique","L'oeuvre d'Eugène Villon peintre lyonnais (1879-1951).",,
"p_KSaXwBb--xViClu-Zc","Quioc, Isabelle","Le décor et le mobilier du château de Gizeux.",,
"Vv0XdXwBb--xViClzKT0","Chazal, Julien","Les monuments aux morts : l'exemple de Pau.",,
"A_WHbHwBb--xViCl8rwi","De Miras, Sophie","Mémoires d'outre corps.",,
"hPjrb3wBb--xViClY9WI","Erpicum, Clémentine","La Restitution au Pérou des vestiges du Machu Picchu par l'université de Yale, enjeux et résolution d'un litige centenaire",,
"3PV8bHwBb--xViClbLCj","Matkowski, Maïa","Approche monographique d'une église du XIIe siècle dans le Conflent, Pyrénées-Orientales : Saint-Étienne de Sahorre.",,
"Ef3NdHwBb--xViClj10s","Begue, Estelle","De Versailles au musée du quai Branly, analyse historique d'un ancien cabinet d'histoire naturelle du XVIIIe siècle",,
"5Ps9c3wBb--xViClSNxN","Victoir, Géraldine","Les églises peintes des XIIe et XIIIe siècles dans les anciens diocèses de Noyon et de Laon.",,
"yf3NdHwBb--xViClVFyS","Cauchy, Claire","La bague de 1500 à 1850 : les exemples de la collection Dobrée.",,
"Kf3QdHwBb--xViCl12AY","Salitot, Mélanie","La mythologie dans le livre illustré parisien entre 1789 et 1804.",,
"5vWDbHwBb--xViClrLdH","Zuccheri, Nadia","Les vitraux d'Alfred Manessier dans l'église du Saint-Sépulcre d'Abbeville.",,
"8P23dHwBb--xViClqUcs","Salembier, Marion","Le jardin du château de Vanves, de 1698 à 1799.",,
"m_3RdHwBb--xViClTGBL","Triquet, Ismérie","Les manuscrits enluminés de la ""Grande Chronique de Normandie"" aux XIVe et XVe siècles.",,
"ifNDanwBb--xViClXpCu","Dupont, Patricia","Statuaire de biscuit et de verre : Jean de la Fontaine (biscuit de porcelaine de Sèvres) d'après Pierre Julien, musée Crozatier, Le-Puy-en-Velay ; Les enfants enlacés (verre) de René Lalique, musée des Arts et Métiers, Paris. L'étude comparative du comportement au vieillissement artificiel de trois résines : Hxtal NYL-1 (époxyde), Araldite®2026 (polyuréthanne), utilisées pour le collage et le comblement des matériaux vitrifiés.",,
"c_WSbHwBb--xViCl28Zk","Meunier-Sulkows, Evelyne","La représentation du thème de l'Annonciation dans la mise en scène théâtrale et chorégraphique du drame liturgique du XIIe siècle à la chorégraphie d'Angelin Prejlocaj Annonciation-Miniature 1.",,
"GvWQbHwBb--xViClasRU","Lemaire, Marie","Les photographies du fantasme dans la série du voyage au Mexique de 1934 d'Henri Cartier-Bresson ou la quête du « lieu d'affleurrement » de la transgression.",,
"Fvjlb3wBb--xViClvtAT","Flament, Élise","Nicolau Maria Rubió I Tudurí. Les apports idéologiques et urbanistiques de son système d'espace libre à Barcelone entre 1917 et 1937.",,
"hfWFbHwBb--xViClWrkD","Bouche, Christian","Topiques, cultures et habitus. La construction d'une tradition architecturale en Béarn et Soule.",,
"hPWFbHwBb--xViClWrkD","Bonnaure P, Ierre","Le dessein matériel d'André Le Nôtre aux jardins de Trianon, 1678-1693.",,
"YfWFbHwBb--xViClRrl6","Lecosse, Cyril","La vie et l'oeuvre de Jean-Baptiste Isabey, 1767-1855, jusqu'à la fin de l'Empire.",,
"jvOaanwBb--xViClleQM","Bourly, Laurent","Le portrait de Marie Leczinska par Carle van Loo, 1747.",,
"L_ipb3wBb--xViCldpbb","Belambri, Rahma","« L'apport de la technologie osseuse à la caractérisation des faciès techniques et économiques de l'Ibéromaurusien (sites: Afalou, Tamar Hat, Columnata), Algérie»",,
"Kfj1b3wBb--xViCldd_n","Penchinat, Agathe","La Construction de la mémoire d'Yves Saint Laurent à travers les institutions, du couturier à l'artiste",,
"Uv0WdXwBb--xViClu6N9","Simon, Christian","L'oeuvre de Jacques-André Boiffard (1902-1961).",,
"R_ixb3wBb--xViCl754I","Houal, Jean-Baptiste","Développement d'un système d'information et analyse du matériel céramique de la citadelle de Termez et de Khaitabad (Ouzbékistan), IIIe s. av. - XVIIe de notre ère.",,
"Cfiub3wBb--xViClgJsK","Guillouet, Christophe","Recherches sur la peinture de genre en France autour de 1700",,
"5viub3wBb--xViClbJqC","Gislain, Pauline","La collection du comte de Watteville (1697-1779)",,
"GPozcXwBb--xViClaA98","Taravella, Agnès","Les reliquaires de métal dans l'Antiquité tardive.",,
"7_MganwBb--xViClWG79","Senasson, Delphine","Étude paléotechnique des céramiques protohistoriques du Sénégal.",,
"cPsyc3wBb--xViClX9IO","Carraud, Sandra","Le chien dans le Proche-Orient ancien.",,
"JP25dHwBb--xViCl80oq","Satre, Barbara","L'Arte-povera : une avant-garde théâtrale.",,
"wfjdb3wBb--xViClC8dL","Malfroy, Cécile","Les Assemblages céramiques dans les sépultures campaniformes et la notion de « service »",,
"qfWKbHwBb--xViClsb5Z","Hafiz Seri, Chafia","Les transformations de la gare de Lyon à Paris depuis les années soixante-dix.",,
"t_N6anwBb--xViClTsWB","Grosle A, Udrey","L'iconographie de la torche en croix dans les représentations apuliennes.",,
"Yv0NdXwBb--xViClWJrn","Catherinaud, Raphaëlle","La rencontre entre deux arts, danse et performance.",,
"K_VybHwBb--xViClRqe3","Isnard, Isabelle","La Trinité de Vendôme, étude architecturale.",,
"gvxLdHwBb--xViClseDI","Jeong, Hyunk Yung","Médiation et construction du patrimoine culturel et artistique de Byeolsin-Gut en Corée.",,
"MvmNcHwBb--xViClYHBi","Su, Ép. Ung, Mei-Yu","La sculpture sur bambou à l'époque des Qing. L'espace pictural restructuré, la naissance du trait de ciseau.",,
"kv2_dHwBb--xViClmE-d","Carbone, Julien","La sculpture-photographique.",,
"-fdPbnwBb--xViClNUly","Aspord, Élise","Miguel Chevalier et les nouvelles technologies, l'aventure du regard.",,
"l_UxbHwBb--xViCl4GnC","Szymajda, Anna","Les relations artistiques polono-françaises dans la deuxième moitié du XIXe siècle et du début du XXe siècle d'après les créations d'orfèvrerie religieuse.",,
"aPVDbHwBb--xViClbXph","Cotteverte, Hélène","Étude du fond ancien de la bibliothèque de l'Institut Protestant de Théologie de Montpellier (legs Jules Vielles).",,
"Uvyfc3wBb--xViCleztw","Denies, Marie","L'iconographie de la Déposition de croix au XVIe et au début du XVIIe siècle en Italie.",,
"UfwGdHwBb--xViCl3p7l","Sar, Pich-Chenda","Les mots et les inscriptions littéraires dans l'oeuvre de Picabia (1915-1922).",,
"dPzIc3wBb--xViCldGLJ","Bacquart, Séverine","Bomos. Autels et pratiques sacrificielles en Grèce.",,
"1_JmaXwBb--xViCl27yz","Duboc, Juliette","Le chevet de l'église Saint-Sulpice de Chars.",,
"hvPaaXwBb--xViClTSuD","Degry, Sandrine","Jeran Veber. Un artiste entre deux mondes.",,
"ZPJZaXwBb--xViClu7Dw","Hottin, Christian","L'architecture des établissements d'enseignement supérieur parisiens (XIXe-XXe siècles). De la conception à la représentation.",,
"8PccbnwBb--xViClAhiv","Ledez, Nathalie","Approche d'une industrie sur grès (Montmorencien) par l'étude de la collection du site de Gambais (Yvelines).",,
"5_UzbHwBb--xViClQGpb","Laure, Élodie","Das Museum für Moderne Kunst Frankfurt am Main. Le MMK, un exemple de ""nouveau musée"".",,
"hvUubHwBb--xViClv2bn","Geoffray, Amandine","La peinture du XVIIIe siècle inspiratrice et reflet du mobilier à l'antique (1753-1774).",,
"d_U_bHwBb--xViClYnYg","Rester, Emmanuel","Le corps mis en scène dans les autoreprésentations photographiques de Cindy Sherman.",,
"KPi4b3wBb--xViClCaSz","Dulout, Carine","Le Motif de la rustique dans la peinture du XVIe siècle, en France et en Italie",,
"DPiub3wBb--xViClk5uT","Petit, Pauline","Le mobilier métallique vestimentaire du XIIe au XVe siècle en Toscane",,
"7_c6bnwBb--xViClTTVW","Serve, Marie","L'église de Bourg-Lastic : une église rurale de moyenne montagne.",,
"vPUybHwBb--xViClB2nT","Sauvignon, Pascale","L'architecture du collège des jésuites de Poitiers.",,
"J_i-b3wBb--xViClN6rj","Pommier, Amélie","L'identité hybride dans l'oeuvre de Ynka Shonibare MBE",,
"FfcnbnwBb--xViClryRD","Pellegrin, Julie","Le cinéma, un modèle pour les artistes visuels. Appropriation et déplacements dans les oeuvres de Gonzalez-Foerster, P. Huyghe et P. Parreno.",,
"1f1wdXwBb--xViClnfiW","Graff, Guénola","Approche de l'iconographie prédynastique : les peintures sur vases Nagada-Nagada II : problèmes de lecture et essai d'interprétation.",,
"lvUfbHwBb--xViClG1ed","Lecroere, Thomas","L'enceinte urbaine de Niort (Deux-Sèvres) : étude archéologique et inventaire des éléments conservés.",,
"ffzdc3wBb--xViClSXZX","Jourdain-Subra, Monique","La scénographie et le rapport au spectacle dans l'oeuvre de Gérard Garouste.",,
"v_crbnwBb--xViClfyfq","Grefferat, Annabelle","Le matériel archéologique découvert à proximité de l'autel en Mésopotamie.",,
"X_fBbnwBb--xViClgrcU","Atanassova, Vessela","La prêtrise dans les métropoles des Nomes sous le Moyen Empire.",,
"DvcmbnwBb--xViClnSPM","Majidi Ahi, Leyla","Le décor animalier sur les tissus sassanides.",,
"2vcvbnwBb--xViClxSvF","Jang, Young-Girl","L'objet « duchampien », approche esthétique.",,
"fPcgbnwBb--xViCl0R1F","Galoin, Alain","Le peintre des Niobides, céramologie, iconographie.",,
"mvjbb3wBb--xViCl5sZM","Kherbache, Marie-Myriam","L'Identité républicaine : les programmes architecturaux des mairies de Paris",,
"hPjAb3wBb--xViClvKx8","Wadlow, Justin","Sound and Vision. Les liens entre la scène musicale et la scène artistique à New York. 1967-1988",,
"hfxXdHwBb--xViClN-tQ","Monio, Nathalie","L'art de la guerre dans le monde égéen de la chute des Mycéniens à la fin des guerres Médiques, une approche méthodologique par la mise en relations des sources.",,
"_PxYdHwBb--xViClvez5","Ollivier, Cécile","Approche technologique d'une industrie lithique du Mésolithique ancien : assemblage du site de surface d'Attray (Loiret).",,
"i_gAcHwBb--xViClS-mc","Lefeuvre, Caroline","Une femme à l'Académie Royale de Peinture et de Sculpture au XVIIe siècle : Elisabeth-Sophie Chéron (1648-1710)",,
"7Pj9b3wBb--xViCln-bz","Takastuna, Cécile","Le logis seigneurial de Brie-Comte-Robert et autres logis de la reine Jeanne d'Évreux.",,
"T_jPb3wBb--xViClFLq6","Ragazzoli, Chloé","La culture de scribe au Nouvel Empire : état des sources et perspectives de recheche.",,
"5_j9b3wBb--xViCljOZr","Truca, Lucie","Les églises romanes du diocèse d'Avranches.",,
"qP0ZdXwBb--xViClLKWN","Berko, Maximin","Les brûles-parfums à l'époque des Han : le type du Boshanlu.",,
"lP0cdXwBb--xViClOajg","Kritt, Carole","La sculpture à Dijon entre les deux guerres mondiales, 1918-1939.",,
"4vnMcHwBb--xViCloaxX","Lemainque, Ingrid","Passion pour le Settecento. Les collections de tableaux italiens du XVIIIe siècle à Paris : une étude d'après le dépouillement des catalogues de vente.",,
"dfWIbHwBb--xViClZ7xV","Graeve, Émilie De","Art brut, naïf, singulier ou insolite à Essaouira ? Histoire et traditions chez les artistes autodidactes.",,
"6vnjcHwBb--xViClv8Lf","Spini, Marta","Architecture religieuse du Moyen Âge en Piémont : San Andrea de Vercelli.",,
"LPWIbHwBb--xViClLLy7","Bal, Candice","Les peintres de la ferme Saint-Siméon à Honfleur, 1855-1870.",,
"4vVybHwBb--xViClDKYd","Cognet, Lionel","Le voyage divin en Mésopotamie, textes et iconographie.",,
"DPwHdHwBb--xViClop86","Lugli, Ubaldo","La représentation des revenants dans la Rome antique.",,
"B_26dHwBb--xViCl3UuP","Szabo, Daniel","Histoire de céramique et chronologie à l'époque de l'oppidum de Bibracte.",,
"fv3NdHwBb--xViClBlxw","El Khairi, Chiraz","Intra-ultra, la dreamachine, le dépassement de l'art optique.",,
"gPjdb3wBb--xViCl4sgp","Theilborie, Nadège","La Patrimonialisation du Maroc : l'exemple de Rabat.",,
"8_kZcHwBb--xViCl2wEy","Treffot, Ludovic","La Culture geek dans la création contemporaine, quand le fan s'approprie l'oeuvre",,
"b_inb3wBb--xViCltZSY","Brochon, Édith","Le discours porté sur l'ameublement dans les guides et descriptions de Paris et de ses alentours au XVIIe siècle.",,
"Ev3NdHwBb--xViClj10s","Chazal, Clémence","De la fouille au musée"", politiques d'exposition de la céramique grecque antique au musée du Louvre et au musée de Thasos",,
"mPVxbHwBb--xViClvab7","Gallard, Claire","Les représentations de la danse en terre cuite de la basse Vallée du Gange, périodes Maurya et Shunga.",,
"vfNAanwBb--xViCleI1t","Leroux, Manuel","Problématiques de la conservation-restauration des fers étamés archéologiques.",,
"kfinb3wBb--xViClyZQg","Binétruy, Pauline","Les stalles de l'ancienne abbaye de Montbenoît (XVIe siècle, Doubs).",,
"kvMuanwBb--xViClinwo","Bayramoglu-Coskun, Akça Zeynep","Komet : une passerelle entre l'Orient et l'Occident. Un artiste turc à Paris.",,
"Zv3JdHwBb--xViClvlmF","Migeon, Marc","Le culte de Mercure en Gaule du Ie siècle avant J.-C. au IIIe siècle après J.-C.",,
"sfkjcHwBb--xViClAwos","Ruet, Charline","La Serrurerie celtique et romaine : le cas de la nécropole de Wederath-Belginum",,
"afcRbnwBb--xViClBQ7l","Tichit, Anne","Des mains aux lèvres. Les coupes à boire de l'archaïsme récent : production, diffusion, consommation",,
"Xv2kdHwBb--xViClRzXE","Peytavin, Muriel","Shen Zhou (1427-1509), peintre amateur. L'étude de la peinture lettrée et état de la question bibliographique.",,
"E_mhcHwBb--xViClD4Ps","Dirat, Jean","Les influences occidentales sur l'art de la miniature arménienne du Royaume de Cilicie.",,
"zfjGb3wBb--xViClOrHg","Nau, Clélia","Le temps du sublime et le paysage en peinture. Nicolas Poussin, Claude Lorrain.",,
"sPixb3wBb--xViClUp3F","Le Carpentier, Mathieu","Emergence de la poterie en Amérique du Sud.",,
"ifxpdHwBb--xViCl_P13","Boss, Sophie","L'iconographie de Durgâ en Inde du Nord.",,
"mf2idHwBb--xViClXzNw","Chaleat, Franck","Genèse et développement des bourgs castraux et monastiques en Bourgogne méridionale (Charolais et Brionnais).",,
"Bvn-cHwBb--xViCl_d01","Delacretaz, Aline","Iconographie capétienne des vitraux d'églises.",,
"Q_locHwBb--xViClwE15","Gluczynski, Clémence","L'église Saint-Pierre-du-Gros-Cailloui (1822-1830) par l'architectecte Etienne-Hyppolite Godde",,
"Pfxsc3wBb--xViClbwrC","Chenu, Xavier","Le thème de Daniel dans la fosse aux lions dans les chapiteaux bourguignons du XIIe siècle.",,
"W_zEc3wBb--xViClG15k","Salles, Jean","Remontage d'une sculpture moderne présumée détruite : le cas de « Buste impérial », petite statue en mâchefer de Jean Dubuffet (Paris, musée des Arts décoratifs). L'étude des propriétés du matériau constitutif et sélection d'un adhésif.",,
"DPp_cXwBb--xViClQFhq","Zimmermann, Till","Une nouvelle bibliothèque à la fin du XXe siècle : la conception et la réalisation de la Bibliothèque impériale de l'université et du Land à Strasbourg.",,
"SfNsanwBb--xViClV7jv","Pantelic, Natacha","Iconographie des structures architecturales de la Huaca de la Luna, site de Moche, Pérou. Propositions d'étude.",,
"L_V4bHwBb--xViCliK1y","Kerouanton, Marie","La peinture murale romane catalane. Représentations profanes au sein du contexte religieux.",,
"YfwzdHwBb--xViClvMlf","Samson, Tiphaine","Le corset et la représentation imagée du corps féminin de 1850 à 1914.",,
"2_xic3wBb--xViCllwD7","Bailly, Anne","Ana Mendieta, un accomplissement par delà l'oeuvre.",,
